district_id,contacted,district_competitiveness
District 452,Not Contacted,0.369713358572201
District 508,Not Contacted,0.543161572311768
District 508,Not Contacted,0.543161572311768
District 446,Not Contacted,0.695423928072342
District 446,Not Contacted,0.695423928072342
District 446,Not Contacted,0.695423928072342
District 446,Not Contacted,0.695423928072342
District 446,Not Contacted,0.695423928072342
District 435,Not Contacted,0.457805
District 435,Not Contacted,0.457805
District 435,Not Contacted,0.457805
District 435,Not Contacted,0.457805
District 435,Not Contacted,0.457805
District 515,Not Contacted,0.469924
District 515,Not Contacted,0.469924
District 515,Contacted,0.469924
District 537,Contacted,0.640678282168483
District 537,Contacted,0.640678282168483
District 537,Contacted,0.640678282168483
District 537,Not Contacted,0.640678282168483
District 537,Contacted,0.640678282168483
District 537,Contacted,0.640678282168483
District 477,Contacted,0.585039940480852
District 477,Not Contacted,0.585039940480852
District 477,Not Contacted,0.585039940480852
District 569,Contacted,0.681295029413709
District 569,Not Contacted,0.681295029413709
District 334,Contacted,0.810573163293193
District 334,Not Contacted,0.810573163293193
District 477,Not Contacted,0.585039940480852
District 356,Contacted,0.50837877699936
District 356,Contacted,0.50837877699936
District 356,Not Contacted,0.50837877699936
