"","Contacted","Age","Male","Education","Married","Union.Member","Household.Income","Urban","Close.To.Party","District.Competitiveness","ENEP","PR","Alpha.Polity","District","District.Country"
"50923",1,62,1,2,1,0,2,0,1,0.914789626384578,2.87682030804992,1,"Portugal 2002",594,"Portugal 20023"
"50924",1,48,0,5,0,0,3,0,1,0.914789626384578,2.87682030804992,1,"Portugal 2002",594,"Portugal 20023"
"50925",1,31,1,5,1,0,3,0,1,0.914789626384578,2.87682030804992,1,"Portugal 2002",594,"Portugal 20023"
"50928",0,38,0,8,0,1,3,0,0,0.914789626384578,2.87682030804992,1,"Portugal 2002",594,"Portugal 20023"
"50929",0,39,0,3,0,0,1,0,1,0.914789626384578,2.87682030804992,1,"Portugal 2002",594,"Portugal 20023"
"50930",0,46,0,3,1,0,3,0,0,0.914789626384578,2.87682030804992,1,"Portugal 2002",594,"Portugal 20023"
"50931",0,34,0,5,0,0,4,0,0,0.914789626384578,2.87682030804992,1,"Portugal 2002",594,"Portugal 20023"
"50932",1,51,0,3,1,0,2,0,1,0.914789626384578,2.87682030804992,1,"Portugal 2002",594,"Portugal 20023"
"50933",1,74,0,1,0,0,1,0,1,0.914789626384578,2.87682030804992,1,"Portugal 2002",594,"Portugal 20023"
"50934",0,29,0,4,1,0,3,1,1,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50936",0,27,1,4,0,0,2,1,1,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50937",0,55,1,3,1,1,3,1,1,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50944",1,31,0,3,1,0,2,1,1,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50945",0,34,0,5,0,0,2,1,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50946",1,66,0,2,0,0,1,0,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50947",0,57,1,3,1,0,3,0,1,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50948",1,50,1,3,1,0,3,0,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50949",1,24,1,4,0,0,5,0,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50950",1,35,0,5,1,1,5,0,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50951",1,18,0,7,0,0,3,0,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50952",1,63,0,3,1,0,3,0,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50953",1,61,0,1,1,0,4,0,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50955",0,70,1,4,1,0,3,0,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50956",0,60,0,3,1,0,3,0,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50960",1,40,0,3,1,0,3,1,1,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50961",0,66,0,3,0,0,1,1,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50962",0,49,0,4,1,0,2,1,1,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50964",0,44,1,4,1,0,2,0,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50968",0,34,1,4,1,0,2,0,1,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50969",0,39,0,3,1,0,2,0,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50970",0,36,0,4,1,0,3,1,1,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50974",1,47,0,3,0,0,2,1,1,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50975",0,64,0,2,0,0,2,1,1,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50976",0,31,0,3,1,0,3,1,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50986",0,69,0,3,0,0,1,1,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50988",0,68,1,4,1,0,3,1,1,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50992",0,39,1,4,1,0,3,0,1,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50993",1,51,0,4,1,0,3,0,1,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50995",1,49,0,3,1,0,3,0,1,0.914789626384578,2.87682030804992,1,"Portugal 2002",594,"Portugal 20023"
"50996",0,73,0,2,1,0,2,0,1,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50997",0,60,0,8,0,1,4,0,1,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"50998",0,25,0,8,0,0,2,0,1,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"51003",0,61,0,3,1,0,3,0,1,0.724254139032084,2.90702744815317,1,"Portugal 2002",582,"Portugal 20021"
"51009",0,66,0,2,0,0,2,0,1,0.724254139032084,2.90702744815317,1,"Portugal 2002",582,"Portugal 20021"
"51013",0,68,0,1,0,0,1,0,1,0.724254139032084,2.90702744815317,1,"Portugal 2002",582,"Portugal 20021"
"51014",0,54,1,3,1,0,3,0,1,0.724254139032084,2.90702744815317,1,"Portugal 2002",582,"Portugal 20021"
"51016",0,43,0,4,1,0,3,0,1,0.724254139032084,2.90702744815317,1,"Portugal 2002",582,"Portugal 20021"
"51018",0,30,0,5,0,0,2,0,0,0.724254139032084,2.90702744815317,1,"Portugal 2002",582,"Portugal 20021"
"51019",0,40,0,5,1,0,4,0,1,0.724254139032084,2.90702744815317,1,"Portugal 2002",582,"Portugal 20021"
"51020",0,44,0,4,1,0,3,0,1,0.724254139032084,2.90702744815317,1,"Portugal 2002",582,"Portugal 20021"
"51021",0,65,1,3,1,0,2,0,1,0.724254139032084,2.90702744815317,1,"Portugal 2002",582,"Portugal 20021"
"51022",0,39,0,4,1,0,3,0,1,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"51023",0,42,1,8,1,1,3,0,1,0.650488279734045,2.74258883930898,1,"Portugal 2002",599,"Portugal 20029"
"51024",0,29,0,5,1,0,3,0,0,0.914789626384578,2.87682030804992,1,"Portugal 2002",594,"Portugal 20023"
"51025",0,59,1,1,0,0,1,0,1,0.914789626384578,2.87682030804992,1,"Portugal 2002",594,"Portugal 20023"
"51026",0,62,1,3,1,0,1,0,0,0.914789626384578,2.87682030804992,1,"Portugal 2002",594,"Portugal 20023"
"51029",0,37,1,4,1,0,3,0,1,0.914789626384578,2.87682030804992,1,"Portugal 2002",594,"Portugal 20023"
"51030",0,74,0,1,0,0,1,0,0,0.914789626384578,2.87682030804992,1,"Portugal 2002",594,"Portugal 20023"
"51031",1,52,0,5,0,0,2,0,1,0.914789626384578,2.87682030804992,1,"Portugal 2002",594,"Portugal 20023"
"51032",1,63,0,3,0,0,1,0,1,0.914789626384578,2.87682030804992,1,"Portugal 2002",594,"Portugal 20023"
"51033",0,57,0,3,0,0,2,0,1,0.914789626384578,2.87682030804992,1,"Portugal 2002",594,"Portugal 20023"
"51034",0,27,0,3,1,1,2,0,1,0.914789626384578,2.87682030804992,1,"Portugal 2002",594,"Portugal 20023"
"51035",1,38,0,3,1,0,3,0,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"51036",0,29,1,3,1,0,3,0,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"51040",0,32,0,3,1,0,3,0,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"51041",0,30,0,3,1,1,2,0,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"51042",0,42,1,3,0,0,2,0,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"51043",0,53,0,3,0,0,2,0,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"51044",0,23,0,4,1,0,3,0,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"51046",0,31,0,3,0,0,3,0,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"51048",0,23,1,2,1,0,2,0,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"51049",0,49,1,3,1,1,3,0,1,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"51055",0,60,0,8,0,1,4,0,1,0.587414033179229,2.89493415472265,1,"Portugal 2002",596,"Portugal 20026"
"51056",0,55,1,3,1,1,3,0,1,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"51058",0,23,1,4,0,0,2,0,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"51060",0,37,1,4,1,0,3,0,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"51062",0,66,0,3,1,0,2,0,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"51063",0,26,0,4,1,0,2,0,0,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"51064",0,52,1,3,1,0,3,0,1,0.641247460884711,2.95134123702517,1,"Portugal 2002",585,"Portugal 200213"
"51065",0,44,0,3,0,0,2,0,0,0.724254139032084,2.90702744815317,1,"Portugal 2002",582,"Portugal 20021"
"51066",0,54,0,2,1,0,2,0,0,0.724254139032084,2.90702744815317,1,"Portugal 2002",582,"Portugal 20021"
"51067",0,70,0,2,1,0,3,0,0,0.724254139032084,2.90702744815317,1,"Portugal 2002",582,"Portugal 20021"
"51068",0,31,0,5,1,0,5,0,0,0.724254139032084,2.90702744815317,1,"Portugal 2002",582,"Portugal 20021"
"51070",0,69,1,3,1,0,4,0,0,0.724254139032084,2.90702744815317,1,"Portugal 2002",582,"Portugal 20021"
"51072",0,37,0,3,1,0,3,0,0,0.724254139032084,2.90702744815317,1,"Portugal 2002",582,"Portugal 20021"
"51073",1,51,1,3,1,0,3,0,1,0.724254139032084,2.90702744815317,1,"Portugal 2002",582,"Portugal 20021"
"51077",0,32,0,8,0,1,3,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"51083",0,61,0,4,1,0,4,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"51087",1,48,0,8,0,0,3,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"51088",1,52,1,5,1,0,3,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"51089",1,42,0,5,0,0,2,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"51096",0,39,1,8,1,0,5,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"51097",0,25,1,5,0,0,3,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"51098",1,28,0,4,1,0,2,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"51099",1,30,0,4,0,0,1,0,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"51101",1,26,1,8,0,0,3,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"51107",0,41,0,3,0,0,1,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"51108",0,47,1,5,1,0,3,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"51109",0,25,1,5,1,1,4,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"51110",0,32,1,4,0,0,2,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"51111",0,80,1,4,0,0,1,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"51112",1,22,0,8,0,0,5,1,0,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"51113",0,60,0,5,0,1,4,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"51114",0,65,1,4,0,0,3,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"51115",0,68,1,7,1,0,3,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"51116",1,24,0,7,0,0,4,1,1,0.53528686370504,3.64241680328462,1,"Portugal 2005",602,"Portugal 200511"
"51117",0,36,0,3,1,0,3,1,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51118",1,50,0,4,1,0,2,0,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51119",0,27,0,5,1,0,4,1,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51120",0,34,1,5,1,1,4,1,1,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51122",0,26,1,5,1,0,4,1,1,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51123",0,41,0,4,0,0,2,1,1,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51124",0,67,1,7,1,0,5,1,1,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51125",0,42,1,7,0,0,1,1,1,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51126",1,54,1,8,0,1,3,0,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51127",0,19,1,5,0,0,4,0,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51128",0,70,0,3,0,0,1,0,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51129",0,32,0,5,1,0,3,1,1,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51130",1,66,1,3,1,0,3,1,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51131",1,28,0,8,0,0,3,0,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51132",0,38,0,4,1,0,3,1,1,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51135",0,40,1,7,1,1,3,1,1,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51136",1,36,0,5,1,0,3,1,1,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51137",0,38,1,4,1,0,3,1,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51138",0,30,0,7,1,0,1,0,1,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51139",1,46,1,8,1,1,5,0,1,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51140",0,32,1,8,0,0,4,0,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51142",0,40,0,4,1,0,2,1,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51143",0,68,0,4,0,0,3,1,0,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51144",0,43,0,4,1,0,3,0,1,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51145",0,42,1,4,1,0,2,0,1,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51146",0,60,0,3,1,0,2,0,1,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51148",0,62,1,5,1,1,2,0,1,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51149",0,24,1,5,0,0,4,0,1,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51150",0,36,0,5,1,0,4,0,1,0.778513593986018,2.56191961152281,1,"Portugal 2005",612,"Portugal 20055"
"51152",0,47,0,3,1,0,1,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51153",0,40,1,8,1,0,3,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51154",0,26,0,4,0,0,2,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51155",0,18,0,4,0,0,3,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51156",0,45,1,3,0,0,2,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51160",0,29,1,5,1,0,3,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51161",0,30,0,5,0,0,4,1,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51163",1,48,0,5,1,0,5,1,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51164",0,68,0,3,1,0,2,1,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51170",0,70,0,3,1,0,2,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51171",1,38,1,5,1,1,4,1,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51172",1,51,1,7,1,0,3,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51173",1,30,0,5,1,0,5,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51175",1,42,1,5,0,1,3,1,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51179",0,44,0,4,1,0,2,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51181",0,57,0,3,1,0,2,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51182",0,35,1,7,0,0,2,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51183",0,47,0,7,1,1,3,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51184",1,52,1,8,1,1,4,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51185",1,73,1,2,1,0,2,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51187",0,21,0,4,0,0,2,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51188",0,39,1,4,0,0,4,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51191",0,59,0,4,1,0,4,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51192",0,50,0,5,0,0,2,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51194",0,27,0,5,0,0,2,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51195",0,46,1,7,1,1,5,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51197",1,73,1,3,1,0,4,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51198",0,28,0,7,1,0,3,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51199",1,38,1,8,1,0,5,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51200",0,43,1,4,1,0,5,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51202",1,24,0,4,1,0,2,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51203",0,42,1,4,1,0,3,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51204",1,69,1,3,1,0,2,1,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51205",0,49,0,4,1,0,3,1,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51206",0,23,0,7,0,0,4,1,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51207",1,43,0,4,1,0,3,1,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51208",0,33,0,4,1,0,2,1,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51209",0,46,0,3,1,0,2,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51210",0,27,0,7,1,0,3,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51211",0,79,1,4,1,0,5,1,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51213",0,69,0,2,1,0,3,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51214",0,28,1,4,0,0,2,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51215",1,28,1,5,1,0,2,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51216",1,54,1,5,1,0,1,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51218",0,57,1,4,1,1,3,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51219",0,27,1,4,0,0,3,1,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51220",0,65,1,3,1,1,2,0,1,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51222",0,40,0,4,1,0,4,0,0,0.818228105027464,3.7127482334187,1,"Portugal 2005",605,"Portugal 200515"
"51223",0,37,1,3,0,0,3,1,0,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51225",1,64,0,3,1,0,3,1,1,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51226",0,34,0,5,0,0,3,1,0,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51227",0,46,1,5,1,1,3,0,0,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51228",1,30,1,7,0,1,2,0,1,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51229",0,80,1,2,1,0,2,0,1,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51231",0,78,0,4,0,0,1,0,0,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51232",0,28,1,5,1,0,3,0,0,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51234",0,76,1,3,0,0,1,0,0,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51235",0,48,0,4,0,0,2,0,0,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51239",0,66,1,3,1,0,4,0,1,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51240",0,28,1,4,1,0,3,0,0,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51242",0,67,1,3,1,0,3,1,1,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51243",1,51,1,8,1,1,4,1,1,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51244",1,60,1,8,0,0,3,1,1,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51245",0,63,1,4,1,0,2,1,0,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51246",0,29,1,4,0,0,2,1,0,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51248",1,39,0,7,0,0,3,1,0,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51249",1,51,1,5,0,0,2,0,1,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51250",0,29,1,8,0,0,3,1,0,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51252",0,29,0,5,0,1,2,0,1,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51253",0,56,0,4,0,0,2,0,1,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51255",0,59,1,3,1,0,3,1,0,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51257",0,59,0,4,1,0,4,1,1,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51258",0,30,0,4,1,1,3,1,0,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51260",1,52,0,5,0,0,3,1,1,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51261",0,52,0,8,1,0,3,1,0,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51263",0,56,1,4,1,0,5,1,1,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51265",0,31,0,8,0,0,4,1,0,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51267",0,74,0,3,1,0,2,1,1,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51268",0,25,0,4,0,0,4,1,0,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51269",0,44,1,5,0,0,2,1,1,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51272",0,23,1,7,0,0,5,0,1,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51274",0,54,1,4,1,0,2,1,1,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51275",0,24,0,5,0,0,5,1,1,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51277",0,38,1,3,1,0,2,1,1,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51279",0,62,1,2,1,1,2,1,0,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51280",0,24,1,4,1,0,3,1,1,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51282",0,18,0,4,0,0,2,1,0,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51283",0,33,0,5,0,0,3,1,0,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51284",1,18,1,4,0,0,1,0,0,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51286",0,64,1,3,1,0,1,0,0,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51287",0,48,0,3,1,0,2,0,0,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51288",0,40,0,3,1,0,2,0,0,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
"51289",1,47,1,4,0,0,3,0,1,0.800354051052119,3.14576776897934,1,"Portugal 2005",615,"Portugal 20058"
