"","Contacted","Age","Male","Education","Married","Union.Member","Household.Income","Urban","Close.To.Party","District.Competitiveness","ENEP","PR","Alpha.Polity","District","District.Country"
"9107",1,58,0,8,1,1,5,1,0,0.74015799,2.96441381295889,0,"Canada",7,"Canada10007"
"9114",0,52,1,8,0,1,3,0,1,0.420428940830503,2.37065948546495,0,"Canada",4,"Canada10004"
"9115",0,40,0,8,0,1,3,0,0,0.69218164,2.75749943333387,0,"Canada",5,"Canada10005"
"9117",0,43,1,4,1,1,1,0,0,0.69218164,2.75749943333387,0,"Canada",5,"Canada10005"
"9119",1,37,0,4,1,1,2,0,0,0.61034166,2.28046582619338,0,"Canada",1,"Canada10001"
"9120",0,42,0,8,1,0,5,1,0,0.742198892356482,2.89624690713413,0,"Canada",6,"Canada10006"
"9129",1,37,1,8,1,0,5,1,0,0.742198892356482,2.89624690713413,0,"Canada",6,"Canada10006"
"9130",1,56,0,6,0,1,3,1,0,0.742198892356482,2.89624690713413,0,"Canada",6,"Canada10006"
"9131",1,51,0,6,1,1,3,0,0,0.74015799,2.96441381295889,0,"Canada",7,"Canada10007"
"9133",0,41,1,5,1,1,2,0,0,0.821594626328459,2.42679176163411,0,"Canada",2,"Canada10002"
"9136",1,46,1,4,1,1,2,0,0,0.61034166,2.28046582619338,0,"Canada",1,"Canada10001"
"9137",1,52,1,8,1,1,5,1,1,0.51803676,2.16687625416089,0,"Canada",3,"Canada10003"
"9141",1,20,0,4,0,1,1,0,1,0.51803676,2.16687625416089,0,"Canada",3,"Canada10003"
"9142",1,25,0,8,0,1,3,1,0,0.821594626328459,2.42679176163411,0,"Canada",2,"Canada10002"
"9146",1,53,0,6,1,0,3,1,0,0.420428940830503,2.37065948546495,0,"Canada",4,"Canada10004"
"9149",0,28,0,6,0,1,3,0,0,0.742198892356482,2.89624690713413,0,"Canada",6,"Canada10006"
"9152",1,51,1,7,1,1,3,0,1,0.69218164,2.75749943333387,0,"Canada",5,"Canada10005"
"9153",0,49,1,5,0,0,1,0,0,0.66996328,2.45834494286733,0,"Canada",8,"Canada11001"
"9157",0,59,0,5,1,0,1,1,1,0.613182939505478,2.81517756816967,0,"Canada",9,"Canada11002"
"9159",0,36,1,5,1,0,2,0,0,0.66996328,2.45834494286733,0,"Canada",8,"Canada11001"
"9166",1,48,1,6,1,0,5,0,0,0.66996328,2.45834494286733,0,"Canada",8,"Canada11001"
"9167",1,47,0,8,0,0,3,1,0,0.613182939505478,2.81517756816967,0,"Canada",9,"Canada11002"
"9171",1,41,0,8,1,1,3,1,1,0.66996328,2.45834494286733,0,"Canada",8,"Canada11001"
"9173",0,52,1,4,1,0,1,0,1,0.656054924424336,2.57604610463059,0,"Canada",11,"Canada11004"
"9176",0,26,1,8,0,0,2,0,0,0.66996328,2.45834494286733,0,"Canada",8,"Canada11001"
"9177",0,45,0,6,1,1,3,0,0,0.66996328,2.45834494286733,0,"Canada",8,"Canada11001"
"9180",1,51,1,8,1,0,3,0,0,0.66996328,2.45834494286733,0,"Canada",8,"Canada11001"
"9184",1,57,1,8,1,0,5,1,0,0.613182939505478,2.81517756816967,0,"Canada",9,"Canada11002"
"9196",0,40,0,6,0,1,2,1,0,0.607426659257585,2.45771579844538,0,"Canada",10,"Canada11003"
"9198",0,58,1,5,0,1,4,0,1,0.66996328,2.45834494286733,0,"Canada",8,"Canada11001"
"9199",1,20,0,7,0,0,5,1,0,0.613182939505478,2.81517756816967,0,"Canada",9,"Canada11002"
"9201",1,30,1,5,1,0,3,0,1,0.607426659257585,2.45771579844538,0,"Canada",10,"Canada11003"
"9202",0,48,0,4,1,0,1,0,0,0.607426659257585,2.45771579844538,0,"Canada",10,"Canada11003"
"9206",0,55,1,8,0,0,3,0,0,0.703320514309676,3.13350344705747,0,"Canada",20,"Canada12009"
"9207",1,55,0,8,1,1,4,1,1,0.75852442,2.86351163427596,0,"Canada",15,"Canada12004"
"9210",0,49,0,4,1,0,1,0,1,0.703320514309676,3.13350344705747,0,"Canada",20,"Canada12009"
"9211",0,46,0,6,1,0,3,0,1,0.579694013005661,2.60250181101595,0,"Canada",12,"Canada12001"
"9216",1,45,0,6,1,0,3,0,1,0.652066020313943,2.93621340633934,0,"Canada",17,"Canada12006"
"9218",1,26,1,5,1,0,5,0,1,0.703320514309676,3.13350344705747,0,"Canada",20,"Canada12009"
"9221",0,39,1,5,1,1,2,0,0,0.65889355,2.99313106352232,0,"Canada",13,"Canada12002"
"9222",0,47,1,6,1,0,2,0,0,0.694807371577611,2.97126198380526,0,"Canada",22,"Canada12011"
"9224",1,53,1,7,1,0,5,1,1,0.693949360303162,3.04754428119935,0,"Canada",14,"Canada12003"
"9226",1,36,0,8,1,0,5,1,1,0.62868114,2.86617688289621,0,"Canada",16,"Canada12005"
"9229",0,45,1,6,1,0,2,0,0,0.604362368496385,2.77012269759867,0,"Canada",18,"Canada12007"
"9231",0,40,1,8,0,0,3,1,1,0.75852442,2.86351163427596,0,"Canada",15,"Canada12004"
"9232",1,59,0,8,0,1,2,0,1,0.652066020313943,2.93621340633934,0,"Canada",17,"Canada12006"
"9233",0,50,1,8,1,0,4,0,0,0.604362368496385,2.77012269759867,0,"Canada",18,"Canada12007"
"9234",0,58,1,8,1,0,4,0,0,0.579694013005661,2.60250181101595,0,"Canada",12,"Canada12001"
"9241",1,54,0,5,0,0,2,1,0,0.693949360303162,3.04754428119935,0,"Canada",14,"Canada12003"
"9245",1,36,0,5,1,1,1,0,0,0.604362368496385,2.77012269759867,0,"Canada",18,"Canada12007"
"9246",1,49,0,5,1,0,4,1,1,0.62868114,2.86617688289621,0,"Canada",16,"Canada12005"
"9250",1,32,0,8,1,0,3,1,0,0.693949360303162,3.04754428119935,0,"Canada",14,"Canada12003"
"9251",1,53,1,5,1,0,2,0,1,0.612768389491853,2.67199076859253,0,"Canada",21,"Canada12010"
"9254",0,45,0,8,1,0,1,0,0,0.604251,2.58771647218683,0,"Canada",24,"Canada13002"
"9256",0,40,0,8,1,1,5,0,0,0.709748850055325,2.86552574803833,0,"Canada",26,"Canada13004"
"9257",0,42,0,8,1,1,4,0,1,0.709748850055325,2.86552574803833,0,"Canada",26,"Canada13004"
"9266",0,38,0,8,1,1,5,0,0,0.648840784285391,2.52867888514189,0,"Canada",30,"Canada13008"
"9269",0,40,1,6,1,1,3,0,0,0.709748850055325,2.86552574803833,0,"Canada",26,"Canada13004"
"9270",1,55,1,8,0,1,3,1,0,0.708367787727266,2.96588508476559,0,"Canada",31,"Canada13009"
"9272",0,21,1,6,0,0,1,0,0,0.709748850055325,2.86552574803833,0,"Canada",26,"Canada13004"
"9274",1,40,1,8,1,1,4,1,0,0.52669413,2.35523423251937,0,"Canada",29,"Canada13007"
"9277",1,35,1,6,1,0,4,0,0,0.648840784285391,2.52867888514189,0,"Canada",30,"Canada13008"
"9278",1,42,1,4,1,0,2,0,0,0.648840784285391,2.52867888514189,0,"Canada",30,"Canada13008"
"9279",0,60,1,5,1,0,4,1,0,0.709748850055325,2.86552574803833,0,"Canada",26,"Canada13004"
"9281",0,50,0,8,1,1,5,1,0,0.708367787727266,2.96588508476559,0,"Canada",31,"Canada13009"
"9283",1,50,1,8,1,0,5,0,1,0.648840784285391,2.52867888514189,0,"Canada",30,"Canada13008"
"9286",1,42,0,8,1,1,4,1,0,0.52669413,2.35523423251937,0,"Canada",29,"Canada13007"
"9287",1,38,0,6,1,1,3,1,0,0.64070054,2.9884722075372,0,"Canada",27,"Canada13005"
"9289",0,33,1,6,1,0,2,0,0,0.648840784285391,2.52867888514189,0,"Canada",30,"Canada13008"
"9295",1,47,1,5,1,0,3,1,0,0.608555942725895,2.35834934318438,0,"Canada",46,"Canada24015"
"9296",0,59,1,2,1,1,1,0,0,0.496648925248461,2.21536674521397,0,"Canada",94,"Canada24063"
"9297",0,32,0,8,0,1,2,1,0,0.48823592,2.00682625965875,0,"Canada",59,"Canada24028"
"9298",0,45,0,4,0,0,1,1,0,0.48823592,2.00682625965875,0,"Canada",59,"Canada24028"
"9300",1,46,0,6,1,1,3,0,0,0.692033233511289,2.58964000015952,0,"Canada",38,"Canada24006"
"9302",0,40,0,6,0,0,3,0,0,0.496648925248461,2.21536674521397,0,"Canada",94,"Canada24063"
"9303",1,38,1,5,1,1,2,1,0,0.573578804121429,2.78355651843105,0,"Canada",44,"Canada24013"
"9304",1,51,1,5,0,1,2,0,0,0.75517588,2.86244033457806,0,"Canada",41,"Canada24010"
"9305",1,56,1,8,1,0,4,1,0,0.573336804522891,2.936773728515,0,"Canada",39,"Canada24007"
"9307",1,44,0,5,0,1,2,1,0,0.772407578029085,2.48123670196697,0,"Canada",35,"Canada24003"
"9310",1,46,0,8,1,1,5,1,0,0.771541495765421,2.86287482331768,0,"Canada",51,"Canada24020"
"9312",1,46,0,6,1,0,1,0,0,0.57167874,2.52812143234664,0,"Canada",86,"Canada24055"
"9314",0,47,0,8,0,1,2,1,0,0.496126971477082,2.17508328557032,0,"Canada",56,"Canada24025"
"9315",1,39,0,5,0,0,1,1,1,0.546522679998773,2.28977029322089,0,"Canada",95,"Canada24064"
"9322",1,40,1,6,1,1,5,1,0,0.79135904668794,2.71024436050998,0,"Canada",34,"Canada24002"
"9324",0,41,1,6,1,1,3,0,0,0.76541892,2.61167618788043,0,"Canada",100,"Canada24069"
"9327",0,40,0,6,0,1,1,0,0,0.495217263146247,2.09976385425766,0,"Canada",85,"Canada24054"
"9329",0,33,1,8,1,1,4,1,0,0.57167874,2.52812143234664,0,"Canada",86,"Canada24055"
"9337",0,44,1,8,0,1,4,0,0,0.750062150609683,2.80632480504321,0,"Canada",104,"Canada24073"
"9338",1,40,0,6,1,1,5,1,0,0.620401907825965,2.48421943080422,0,"Canada",93,"Canada24062"
"9339",0,58,1,4,1,0,2,0,0,0.386624691195514,1.85195737912696,0,"Canada",74,"Canada24043"
"9342",1,46,1,8,0,1,4,1,0,0.624125958950531,2.24814225326937,0,"Canada",101,"Canada24070"
"9345",1,36,0,8,0,1,1,1,1,0.719887316717456,2.61919573456641,0,"Canada",96,"Canada24065"
"9346",1,28,1,5,1,0,2,1,1,0.702454213587266,2.77179624148865,0,"Canada",48,"Canada24017"
"9348",0,41,0,8,1,1,5,1,0,0.48823592,2.00682625965875,0,"Canada",59,"Canada24028"
"9353",0,32,0,6,0,0,2,1,0,0.604524880938239,3.1951514471432,0,"Canada",65,"Canada24034"
"9355",0,41,0,6,1,1,3,1,1,0.496126971477082,2.17508328557032,0,"Canada",56,"Canada24025"
"9356",1,35,1,6,0,1,2,1,1,0.53868673,2.3950951899447,0,"Canada",70,"Canada24039"
"9357",0,50,0,6,1,1,3,0,0,0.716737685295564,2.99990805281818,0,"Canada",37,"Canada24005"
"9359",0,44,0,6,0,0,1,1,1,0.433263352570661,2.76303453251611,0,"Canada",106,"Canada24075"
"9362",1,52,0,8,0,0,2,1,0,0.417211904734955,2.24703649591736,0,"Canada",80,"Canada24049"
"9368",0,41,1,7,0,0,1,1,0,0.450967964481731,2.43276127600664,0,"Canada",62,"Canada24031"
"9370",0,36,0,6,1,0,2,0,0,0.521418841017608,2.48588001507338,0,"Canada",87,"Canada24056"
"9374",1,24,1,8,0,0,5,1,0,0.787931614732471,2.5961536115015,0,"Canada",42,"Canada24011"
"9378",1,43,1,6,1,0,3,1,1,0.450967964481731,2.43276127600664,0,"Canada",62,"Canada24031"
"9379",0,22,1,5,0,1,4,1,0,0.71477015610652,2.57688111935181,0,"Canada",63,"Canada24032"
"9381",1,63,1,6,1,0,1,1,0,0.71111002,2.85617094297341,0,"Canada",73,"Canada24042"
"9384",0,32,0,6,1,1,5,1,0,0.439583072218613,1.96742677085083,0,"Canada",102,"Canada24071"
"9385",0,36,1,8,1,0,4,0,0,0.613987456368852,3.23055943823931,0,"Canada",82,"Canada24051"
"9387",0,45,0,6,0,0,1,1,0,0.63970550319075,3.28310144350091,0,"Canada",54,"Canada24023"
"9388",0,48,0,4,1,1,4,0,1,0.57237281,2.46707844179523,0,"Canada",103,"Canada24072"
"9389",1,56,0,8,1,0,5,0,0,0.716737685295564,2.99990805281818,0,"Canada",37,"Canada24005"
"9390",1,54,0,8,0,1,3,1,0,0.500876571744148,2.25729073870855,0,"Canada",92,"Canada24061"
"9397",1,38,1,8,1,0,5,0,0,0.48344095,2.32019476642947,0,"Canada",45,"Canada24014"
"9398",0,51,0,5,1,1,2,1,1,0.413510552054786,1.89341888304759,0,"Canada",84,"Canada24053"
"9399",0,49,0,8,1,1,5,0,0,0.702454213587266,2.77179624148865,0,"Canada",48,"Canada24017"
"9400",1,39,1,5,1,1,2,1,1,0.76541892,2.61167618788043,0,"Canada",100,"Canada24069"
"9401",0,51,1,4,1,1,2,0,1,0.509716238150468,2.35137792509944,0,"Canada",40,"Canada24008"
"9402",0,24,0,8,1,0,2,1,0,0.53747882,2.51019591376252,0,"Canada",49,"Canada24018"
"9406",1,57,1,8,0,0,5,1,1,0.790000808975963,2.62394995098855,0,"Canada",53,"Canada24022"
"9408",1,37,1,8,1,0,5,1,0,0.79135904668794,2.71024436050998,0,"Canada",34,"Canada24002"
"9410",0,29,1,6,1,0,3,1,0,0.450967964481731,2.43276127600664,0,"Canada",62,"Canada24031"
"9412",1,28,1,6,1,0,4,1,0,0.668974238157889,3.08346067768977,0,"Canada",68,"Canada24037"
"9413",0,32,1,4,1,1,5,0,0,0.750062150609683,2.80632480504321,0,"Canada",104,"Canada24073"
"9414",0,64,1,8,0,0,5,0,0,0.598950943821726,2.30982265712898,0,"Canada",61,"Canada24030"
"9415",1,24,0,6,1,0,3,0,0,0.521418841017608,2.48588001507338,0,"Canada",87,"Canada24056"
"9416",1,29,0,6,0,1,1,1,0,0.53747882,2.51019591376252,0,"Canada",49,"Canada24018"
"9421",0,45,1,6,0,1,2,1,0,0.48823592,2.00682625965875,0,"Canada",59,"Canada24028"
"9422",0,36,0,8,0,1,2,0,0,0.598950943821726,2.30982265712898,0,"Canada",61,"Canada24030"
"9423",0,36,0,8,1,1,5,1,0,0.772407578029085,2.48123670196697,0,"Canada",35,"Canada24003"
"9424",0,46,1,6,1,0,3,1,0,0.57237281,2.46707844179523,0,"Canada",103,"Canada24072"
"9426",0,39,1,6,0,0,5,0,1,0.60775294,2.36283148871805,0,"Canada",89,"Canada24058"
"9427",0,50,0,6,0,0,1,0,0,0.71111002,2.85617094297341,0,"Canada",73,"Canada24042"
"9431",0,48,1,5,1,1,2,0,0,0.750062150609683,2.80632480504321,0,"Canada",104,"Canada24073"
"9432",1,48,0,7,1,0,3,1,0,0.61713253,2.39076110453546,0,"Canada",72,"Canada24041"
"9436",1,52,1,8,0,0,5,1,1,0.49948012,2.31652239210774,0,"Canada",43,"Canada24012"
"9438",1,55,0,8,0,1,3,1,0,0.63970550319075,3.28310144350091,0,"Canada",54,"Canada24023"
"9445",1,53,1,5,0,1,1,0,0,0.628218035258195,2.45291344426405,0,"Canada",99,"Canada24068"
"9447",1,53,0,8,0,0,4,1,1,0.662882017690427,3.29665833897804,0,"Canada",78,"Canada24047"
"9448",0,30,1,8,1,0,4,1,0,0.719887316717456,2.61919573456641,0,"Canada",96,"Canada24065"
"9453",0,41,0,6,1,0,3,0,0,0.83121312,2.50787598452941,0,"Canada",47,"Canada24016"
"9457",1,41,0,8,1,1,2,0,0,0.630044452200438,3.49020075530039,0,"Canada",81,"Canada24050"
"9462",1,25,0,8,1,0,4,1,0,0.778751394737618,2.94786787054839,0,"Canada",79,"Canada24048"
"9463",0,43,0,6,1,0,4,1,0,0.674892410108941,3.37522949451044,0,"Canada",69,"Canada24038"
"9469",0,22,0,8,0,0,3,1,0,0.573578804121429,2.78355651843105,0,"Canada",44,"Canada24013"
"9472",0,26,1,8,1,1,3,1,1,0.771541495765421,2.86287482331768,0,"Canada",51,"Canada24020"
"9473",0,41,1,4,0,0,3,1,0,0.563140328619878,2.43809072042923,0,"Canada",36,"Canada24004"
"9478",0,58,1,4,1,0,3,0,0,0.563140328619878,2.43809072042923,0,"Canada",36,"Canada24004"
"9479",0,40,0,5,1,0,2,0,0,0.60775294,2.36283148871805,0,"Canada",89,"Canada24058"
"9480",0,36,1,5,1,1,4,1,0,0.604524880938239,3.1951514471432,0,"Canada",65,"Canada24034"
"9482",0,23,0,7,0,0,2,1,0,0.778751394737618,2.94786787054839,0,"Canada",79,"Canada24048"
"9483",1,45,0,6,1,1,2,1,0,0.49948012,2.31652239210774,0,"Canada",43,"Canada24012"
"9485",0,52,0,5,1,1,3,0,1,0.76541892,2.61167618788043,0,"Canada",100,"Canada24069"
"9487",0,42,1,8,1,0,5,1,0,0.668974238157889,3.08346067768977,0,"Canada",68,"Canada24037"
"9488",1,52,1,8,1,1,4,1,1,0.790000808975963,2.62394995098855,0,"Canada",53,"Canada24022"
"9492",0,60,0,6,1,1,2,0,0,0.75517588,2.86244033457806,0,"Canada",41,"Canada24010"
"9493",0,45,0,5,1,0,4,0,0,0.6534954,2.36748724090101,0,"Canada",50,"Canada24019"
"9495",1,50,1,8,1,1,5,0,0,0.630044452200438,3.49020075530039,0,"Canada",81,"Canada24050"
"9496",1,51,1,5,1,0,3,1,0,0.546522679998773,2.28977029322089,0,"Canada",95,"Canada24064"
"9498",0,45,0,7,0,1,2,1,0,0.500876571744148,2.25729073870855,0,"Canada",92,"Canada24061"
"9499",1,49,0,6,1,0,3,1,0,0.57237281,2.46707844179523,0,"Canada",103,"Canada24072"
"9501",1,26,0,6,1,0,3,0,0,0.716737685295564,2.99990805281818,0,"Canada",37,"Canada24005"
"9503",0,27,0,6,1,1,2,1,0,0.500876571744148,2.25729073870855,0,"Canada",92,"Canada24061"
"9506",1,36,1,6,1,0,4,0,0,0.750062150609683,2.80632480504321,0,"Canada",104,"Canada24073"
"9507",1,51,0,5,1,0,2,1,0,0.496126971477082,2.17508328557032,0,"Canada",56,"Canada24025"
"9512",0,49,0,6,0,0,1,1,0,0.62438332,2.30798883099581,0,"Canada",33,"Canada24001"
"9517",1,40,0,8,0,0,2,1,0,0.517429148995909,2.25797382570289,0,"Canada",88,"Canada24057"
"9520",1,47,1,5,1,1,5,1,0,0.57518655,3.13091586552792,0,"Canada",67,"Canada24036"
"9521",1,49,0,5,1,0,3,1,0,0.824999381626331,2.52829292518662,0,"Canada",77,"Canada24046"
"9527",0,56,1,8,1,0,4,1,1,0.75517588,2.86244033457806,0,"Canada",41,"Canada24010"
"9528",0,30,1,8,1,0,4,0,0,0.60775294,2.36283148871805,0,"Canada",89,"Canada24058"
"9530",1,35,1,8,0,0,5,1,0,0.620401907825965,2.48421943080422,0,"Canada",93,"Canada24062"
"9533",0,45,0,5,0,1,2,1,0,0.668974238157889,3.08346067768977,0,"Canada",68,"Canada24037"
"9534",0,37,1,5,0,0,1,0,0,0.509716238150468,2.35137792509944,0,"Canada",40,"Canada24008"
"9536",0,61,1,8,1,0,3,1,0,0.49948012,2.31652239210774,0,"Canada",43,"Canada24012"
"9537",1,56,1,8,1,1,3,1,0,0.620401907825965,2.48421943080422,0,"Canada",93,"Canada24062"
"9543",0,54,0,8,0,1,1,1,0,0.778751394737618,2.94786787054839,0,"Canada",79,"Canada24048"
"9545",0,53,1,5,0,1,2,0,0,0.62438332,2.30798883099581,0,"Canada",33,"Canada24001"
"9548",1,52,1,5,0,1,2,1,1,0.500876571744148,2.25729073870855,0,"Canada",92,"Canada24061"
"9550",0,26,0,8,1,0,2,0,0,0.824999381626331,2.52829292518662,0,"Canada",77,"Canada24046"
"9551",1,46,1,6,1,1,2,1,0,0.539815753602536,2.26016164721304,0,"Canada",66,"Canada24035"
"9557",1,68,1,4,1,0,2,1,1,0.496648925248461,2.21536674521397,0,"Canada",94,"Canada24063"
"9560",0,43,1,6,1,1,2,1,1,0.439583072218613,1.96742677085083,0,"Canada",102,"Canada24071"
"9562",1,51,1,8,0,0,4,1,0,0.787931614732471,2.5961536115015,0,"Canada",42,"Canada24011"
"9563",0,53,1,5,1,1,3,1,0,0.49948012,2.31652239210774,0,"Canada",43,"Canada24012"
"9565",0,24,0,5,0,0,1,0,0,0.6534954,2.36748724090101,0,"Canada",50,"Canada24019"
"9569",0,25,1,8,0,0,5,1,1,0.509071162960627,2.85214475866777,0,"Canada",76,"Canada24045"
"9570",0,22,0,8,0,0,3,1,1,0.53868673,2.3950951899447,0,"Canada",70,"Canada24039"
"9572",1,48,1,6,1,0,3,1,1,0.790000808975963,2.62394995098855,0,"Canada",53,"Canada24022"
"9574",1,47,1,7,1,1,5,1,1,0.57167516,2.32634930702474,0,"Canada",71,"Canada24040"
"9575",0,20,1,6,0,0,2,0,0,0.57518655,3.13091586552792,0,"Canada",67,"Canada24036"
"9578",0,50,0,8,1,1,3,1,0,0.546522679998773,2.28977029322089,0,"Canada",95,"Canada24064"
"9582",1,41,1,8,1,1,5,1,0,0.771541495765421,2.86287482331768,0,"Canada",51,"Canada24020"
"9583",1,27,0,7,1,0,4,1,0,0.787931614732471,2.5961536115015,0,"Canada",42,"Canada24011"
"9584",0,44,0,5,1,0,5,0,1,0.496648925248461,2.21536674521397,0,"Canada",94,"Canada24063"
"9585",0,46,0,8,1,0,2,1,0,0.730015385150703,2.67290579902149,0,"Canada",64,"Canada24033"
"9586",1,34,1,6,0,0,1,1,0,0.79135904668794,2.71024436050998,0,"Canada",34,"Canada24002"
"9587",0,43,1,6,1,0,4,1,0,0.772407578029085,2.48123670196697,0,"Canada",35,"Canada24003"
"9589",1,42,0,8,0,1,3,1,0,0.53747882,2.51019591376252,0,"Canada",49,"Canada24018"
"9591",1,29,0,6,1,0,1,0,0,0.495217263146247,2.09976385425766,0,"Canada",85,"Canada24054"
"9592",0,47,1,6,0,0,3,0,0,0.630044452200438,3.49020075530039,0,"Canada",81,"Canada24050"
"9595",1,26,1,5,0,1,5,1,0,0.63970550319075,3.28310144350091,0,"Canada",54,"Canada24023"
"9600",0,31,1,6,1,1,5,0,0,0.509716238150468,2.35137792509944,0,"Canada",40,"Canada24008"
"9607",0,30,0,8,1,1,3,1,0,0.509071162960627,2.85214475866777,0,"Canada",76,"Canada24045"
"9608",0,54,0,4,0,1,2,1,0,0.63970550319075,3.28310144350091,0,"Canada",54,"Canada24023"
"9610",1,41,1,7,1,1,4,1,1,0.750062150609683,2.80632480504321,0,"Canada",104,"Canada24073"
"9612",0,27,0,8,1,1,5,0,0,0.62438332,2.30798883099581,0,"Canada",33,"Canada24001"
"9616",0,40,1,6,0,1,2,1,0,0.417211904734955,2.24703649591736,0,"Canada",80,"Canada24049"
"9620",0,45,0,8,1,0,5,1,1,0.413510552054786,1.89341888304759,0,"Canada",84,"Canada24053"
"9621",0,47,0,8,0,1,2,1,0,0.539815753602536,2.26016164721304,0,"Canada",66,"Canada24035"
"9627",0,24,1,8,0,0,5,1,1,0.413510552054786,1.89341888304759,0,"Canada",84,"Canada24053"
"9629",0,28,1,6,1,1,3,0,0,0.521418841017608,2.48588001507338,0,"Canada",87,"Canada24056"
"9631",0,53,1,5,0,1,2,1,1,0.76541892,2.61167618788043,0,"Canada",100,"Canada24069"
"9637",0,27,1,6,1,1,3,0,0,0.471956186752207,2.03585204673266,0,"Canada",90,"Canada24059"
"9638",1,41,0,8,0,0,2,1,0,0.625940161377098,2.56255281101024,0,"Canada",57,"Canada24026"
"9640",1,42,1,5,1,1,2,1,0,0.547161169043761,2.45156678530044,0,"Canada",153,"Canada35047"
"9641",1,60,0,6,1,0,5,1,0,0.690216909242693,3.16424924879932,0,"Canada",175,"Canada35070"
"9642",0,45,0,6,1,0,3,1,1,0.615349861137545,2.95789352784204,0,"Canada",143,"Canada35037"
"9643",1,56,1,4,1,1,4,1,0,0.605221927536131,3.19779510748221,0,"Canada",133,"Canada35027"
"9645",0,53,1,8,0,1,4,0,1,0.75826250884619,2.9592628760265,0,"Canada",119,"Canada35013"
"9647",1,52,1,8,1,1,5,1,1,0.658079387198908,3.25735922955637,0,"Canada",167,"Canada35062"
"9650",1,49,0,8,1,1,5,1,1,0.602185813811889,2.53172664896737,0,"Canada",122,"Canada35016"
"9651",0,53,0,6,1,1,4,0,0,0.758992102239496,2.96797642476966,0,"Canada",120,"Canada35014"
"9654",1,41,1,6,1,0,5,0,0,0.71814991,2.8242669375101,0,"Canada",192,"Canada35087"
"9655",0,40,1,8,1,0,5,1,0,0.668108482556742,3.35146093868924,0,"Canada",183,"Canada35078"
"9656",0,51,1,8,0,0,5,0,0,0.752121267022355,2.88680835968893,0,"Canada",203,"Canada35098"
"9660",0,40,0,6,0,0,1,1,0,0.76797732,2.79156485131763,0,"Canada",110,"Canada35004"
"9661",1,32,1,8,1,0,5,1,1,0.737527662874539,3.1760826241379,0,"Canada",117,"Canada35011"
"9662",1,52,1,5,1,0,5,1,0,0.653086958451163,3.14321641249309,0,"Canada",196,"Canada35091"
"9667",1,31,0,8,0,0,4,1,1,0.658079387198908,3.25735922955637,0,"Canada",167,"Canada35062"
"9668",1,40,0,6,0,1,2,1,1,0.53516113495886,2.44096465946956,0,"Canada",187,"Canada35082"
"9672",1,58,0,5,1,0,5,1,0,0.658243788489045,2.71627158043817,0,"Canada",156,"Canada35051"
"9675",1,23,0,6,0,1,1,0,0,0.766444628254676,2.85486956529187,0,"Canada",134,"Canada35028"
"9676",0,54,0,5,0,1,2,1,0,0.703972901357509,2.98363001555665,0,"Canada",169,"Canada35064"
"9677",1,45,1,8,1,0,5,1,1,0.592765059154538,2.31961367669276,0,"Canada",128,"Canada35022"
"9682",1,51,0,5,1,0,3,1,1,0.589518997904391,2.39754343863208,0,"Canada",177,"Canada35072"
"9687",1,54,1,6,0,1,3,0,0,0.778092327580383,2.96655702370792,0,"Canada",152,"Canada35046"
"9688",1,42,0,6,1,0,1,1,0,0.690314367758489,3.24543210299651,0,"Canada",148,"Canada35042"
"9691",0,48,0,5,1,0,5,1,0,0.605221927536131,3.19779510748221,0,"Canada",133,"Canada35027"
"9692",1,36,0,6,1,0,5,0,0,0.664307154787886,2.64087949949418,0,"Canada",147,"Canada35041"
"9693",1,63,1,8,1,0,3,1,1,0.638542102387805,2.71107185479065,0,"Canada",129,"Canada35023"
"9695",1,49,1,5,0,1,2,1,0,0.53516113495886,2.44096465946956,0,"Canada",187,"Canada35082"
"9699",1,36,1,8,1,0,3,0,0,0.664307154787886,2.64087949949418,0,"Canada",147,"Canada35041"
"9700",0,40,1,6,1,0,5,1,1,0.7479445,2.56298864980476,0,"Canada",136,"Canada35030"
"9701",0,43,0,8,0,0,5,1,1,0.7142038,2.8170202787712,0,"Canada",204,"Canada35099"
"9706",1,55,0,5,0,0,1,1,0,0.75272146075899,2.99389266852869,0,"Canada",184,"Canada35079"
"9708",1,29,0,8,1,0,3,1,0,0.76797732,2.79156485131763,0,"Canada",110,"Canada35004"
"9710",1,49,0,6,1,1,5,1,0,0.658079387198908,3.25735922955637,0,"Canada",167,"Canada35062"
"9713",1,40,0,8,0,0,2,0,1,0.693726911207111,3.19394387359086,0,"Canada",195,"Canada35090"
"9714",1,39,1,6,1,0,3,0,0,0.744362430311439,2.89642609115684,0,"Canada",178,"Canada35073"
"9715",1,51,0,8,1,1,5,1,1,0.658079387198908,3.25735922955637,0,"Canada",167,"Canada35062"
"9716",1,38,0,6,0,1,3,1,1,0.777872987623745,2.79889144866171,0,"Canada",197,"Canada35092"
"9718",1,44,1,6,0,1,3,0,1,0.704927622489106,3.00901525041145,0,"Canada",126,"Canada35020"
"9723",0,43,0,5,1,0,5,1,0,0.75960832,2.93744108227549,0,"Canada",163,"Canada35058"
"9726",0,57,1,6,0,0,5,1,0,0.776376217982841,2.96186018562689,0,"Canada",160,"Canada35055"
"9727",1,48,0,6,1,1,5,0,0,0.678954484107277,2.6330227446034,0,"Canada",118,"Canada35012"
