District,District.Competitiveness,Contacted
397,0.61809553542018,0
418,0.625665878485983,1
418,0.625665878485983,0
418,0.625665878485983,0
418,0.625665878485983,0
561,0.629047684425118,0
561,0.629047684425118,1
561,0.629047684425118,0
561,0.629047684425118,1
370,0.811969490883421,0
370,0.811969490883421,1
370,0.811969490883421,0
370,0.811969490883421,0
563,0.609458654287172,0
563,0.609458654287172,0
563,0.609458654287172,0
563,0.609458654287172,0
498,0.426388337851837,0
498,0.426388337851837,0
498,0.426388337851837,0
498,0.426388337851837,1
498,0.426388337851837,0
498,0.426388337851837,1
369,0.483041434090385,1
369,0.483041434090385,0
369,0.483041434090385,0
373,0.351013850415513,0
373,0.351013850415513,0
373,0.351013850415513,0
373,0.351013850415513,0
512,0.547665926187486,0
566,0.771234857843984,0
566,0.771234857843984,0
566,0.771234857843984,0
465,0.638596324028245,0
465,0.638596324028245,0
506,0.505141903031172,0
428,0.494790187566771,0
506,0.505141903031172,0
506,0.505141903031172,0
520,0.538449023801959,0
520,0.538449023801959,0
520,0.538449023801959,0
464,0.680712909359992,0
464,0.680712909359992,0
464,0.680712909359992,0
464,0.680712909359992,0
464,0.680712909359992,0
532,0.751966,1
532,0.751966,1
532,0.751966,0
532,0.751966,1
532,0.751966,1
555,0.689941245773048,1
555,0.689941245773048,0
555,0.689941245773048,0
555,0.689941245773048,0
555,0.689941245773048,1
555,0.689941245773048,0
555,0.689941245773048,0
555,0.689941245773048,0
555,0.689941245773048,0
410,0.685336814208299,1
410,0.685336814208299,0
410,0.685336814208299,0
